tier,Ente,UF,CNPJ,ck,Competência,valor,pct_carteira
Tier2_fundo_Reag,Cândido Mota,SP,46179958000192,202505,052025,2402700.0,2.14
Tier2_fundo_Reag,Cândido Mota,SP,46179958000192,202506,062025,2517732.0,2.24
Tier2_fundo_Reag,Cândido Mota,SP,46179958000192,202507,072025,2193726.7,1.95
Tier2_fundo_Reag,Cândido Mota,SP,46179958000192,202508,082025,1862070.0,1.65
Tier2_fundo_Reag,Cândido Mota,SP,46179958000192,202509,092025,1545735.31,1.36
Tier2_fundo_Reag,Cândido Mota,SP,46179958000192,202510,102025,1471443.75,1.29
Tier2_fundo_Reag,Cândido Mota,SP,46179958000192,202511,112025,1242552.5,1.09
Tier2_fundo_Reag,Cândido Mota,SP,46179958000192,202512,122025,1157797.34,1.01
Tier2_fundo_Reag,Cândido Mota,SP,46179958000192,202601,012026,1009737.4,0.87
Tier2_fundo_Reag,Cândido Mota,SP,46179958000192,202602,022026,978346.6,0.83
Tier2_fundo_Reag,Cândido Mota,SP,46179958000192,202603,032026,980962.5,0.81
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202301,012023,10781795.4,1.9
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202302,022023,9991459.4,1.76
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202303,032023,10015586.3,1.75
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202304,042023,10019556.2,1.72
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202305,052023,9910248.6,1.66
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202306,062023,9920833.6,1.6
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202307,072023,9916698.6,1.58
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202308,082023,9918138.1,1.57
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202309,092023,9923750.4,1.57
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202310,102023,9925628.8,1.58
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202311,112023,9928614.0,1.52
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202312,122023,9925688.5,1.47
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202401,012024,10178796.4,1.49
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202402,022024,10188668.6,1.47
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202403,032024,10179304.1,1.43
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202404,042024,10178147.9,1.43
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202405,052024,10174503.2,1.41
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202406,062024,10162062.3,1.39
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202407,072024,10210448.3,1.38
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202408,082024,10215661.8,1.35
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202409,092024,10217603.6,1.35
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202410,102024,10177895.5,1.33
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202411,112024,10188256.6,1.3
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202412,122024,10618831.9,1.35
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202501,012025,10621692.6,1.33
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202502,022025,10628755.2,1.33
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202503,032025,10656572.6,1.31
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202504,042025,10650508.6,1.28
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202505,052025,10656036.6,1.25
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202506,062025,10663229.5,1.23
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202507,072025,10657585.3,1.21
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202508,082025,10673456.5,1.19
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202509,092025,11269000.0,1.23
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202510,102025,10695200.4,1.15
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202511,112025,10725370.3,1.13
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202512,122025,11048874.7,1.15
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202601,012026,11048874.7,1.12
Tier2_fundo_Reag,Embu das Artes,SP,46523114000117,202602,022026,10917044.8,1.09
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202301,012023,5199000.0,0.15
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202302,022023,4900000.0,0.13
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202303,032023,4700000.0,0.12
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202304,042023,4600000.0,0.1
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202305,052023,4648000.0,0.1
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202306,062023,4700000.0,0.1
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202307,072023,4887000.0,0.1
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202308,082023,5200000.0,0.11
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202309,092023,5099000.0,0.11
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202310,102023,5796000.0,0.12
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202311,112023,5700000.0,0.12
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202312,122023,7200000.0,0.15
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202401,012024,6998000.0,0.14
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202402,022024,7200000.0,0.15
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202403,032024,7100000.0,0.14
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202404,042024,6999000.0,0.13
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202405,052024,7150000.0,0.13
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202406,062024,7185000.0,0.13
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202407,072024,7179000.0,0.13
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202408,082024,7455000.0,0.13
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202409,092024,7695000.0,0.14
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202410,102024,7580000.0,0.13
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202411,112024,7471000.0,0.13
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202412,122024,8500000.0,0.15
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202501,012025,8000000.0,0.14
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202502,022025,7000000.0,0.12
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202503,032025,6750000.0,0.11
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202504,042025,6908000.0,0.11
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202505,052025,8009000.0,0.12
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202506,062025,8400000.0,0.13
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202507,072025,8170000.0,0.12
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202508,082025,7300000.0,0.11
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202509,092025,5909000.0,0.09
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202510,102025,5625000.0,0.08
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202511,112025,4750000.0,0.07
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202512,122025,4426000.0,0.06
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202601,012026,3860000.0,0.05
Tier2_fundo_Reag,Governo do Estado de Rondônia,RO,00394585000171,202602,022026,3740000.0,0.05
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202301,012023,1559700.0,0.26
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202302,022023,1470000.0,0.25
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202303,032023,1410000.0,0.24
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202304,042023,1380000.0,0.23
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202305,052023,1394400.0,0.23
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202306,062023,1410000.0,0.23
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202307,072023,1466100.0,0.23
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202308,082023,1560000.0,0.25
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202309,092023,1529700.0,0.24
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202310,102023,1738800.0,0.28
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202311,112023,1710000.0,0.27
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202312,122023,2160000.0,0.32
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202401,012024,2099400.0,0.32
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202402,022024,2160000.0,0.32
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202403,032024,2130000.0,0.32
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202404,042024,2099700.0,0.31
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202405,052024,2131500.0,0.32
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202406,062024,2155500.0,0.32
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202407,072024,2153700.0,0.32
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202408,082024,2236500.0,0.32
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202409,092024,2308500.0,0.33
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202410,102024,2274000.0,0.33
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202411,112024,2241300.0,0.32
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202412,122024,2550000.0,0.36
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202501,012025,2400000.0,0.34
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202502,022025,2100000.0,0.3
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202503,032025,2025000.0,0.28
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202504,042025,2072400.0,0.28
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202505,052025,2402700.0,0.32
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202506,062025,2520000.0,0.33
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202507,072025,2451000.0,0.33
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202508,082025,2190000.0,0.29
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202509,092025,1772700.0,0.23
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202510,102025,1687500.0,0.22
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202511,112025,1425000.0,0.18
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202512,122025,1327800.0,0.17
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202601,012026,1158000.0,0.14
Tier2_fundo_Reag,Jaraguá do Sul,SC,83102459000123,202602,022026,1122000.0,0.14
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202301,012023,1013805.0,3.52
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202302,022023,955500.0,3.15
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202303,032023,916500.0,2.74
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202304,042023,897000.0,2.64
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202305,052023,906360.0,2.59
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202306,062023,916500.0,2.69
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202307,072023,952965.0,2.87
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202308,082023,1014000.0,3.1
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202309,092023,994305.0,3.1
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202310,102023,1130220.0,3.62
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202311,112023,1130220.0,3.74
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202312,122023,1404000.0,4.29
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202401,012024,1364610.0,4.15
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202402,022024,1404000.0,4.2
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202403,032024,1384500.0,4.28
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202404,042024,1364805.0,4.42
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202405,052024,1394250.0,4.74
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202406,062024,1401075.0,4.91
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202407,072024,1399905.0,5.11
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202408,082024,1453725.0,5.51
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202409,092024,1500525.0,5.96
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202410,102024,1478100.0,6.09
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202411,112024,1456845.0,6.38
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202412,122024,1657500.0,7.71
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202501,012025,1560000.0,7.66
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202502,022025,1365000.0,6.11
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202503,032025,1316250.0,6.16
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202504,042025,1347060.0,6.52
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202505,052025,1561755.0,7.84
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202506,062025,1638000.0,7.66
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202507,072025,1593150.0,7.71
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202508,082025,1423500.0,6.91
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202509,092025,1152255.0,5.73
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202510,102025,1096875.0,5.23
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202511,112025,926250.0,4.66
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202512,122025,863070.0,4.52
Tier2_fundo_Reag,Pirapora,MG,23539463000121,202601,012026,760500.0,3.95
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202301,012023,155940.0,0.13
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202302,022023,147000.0,0.12
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202303,032023,137580.0,0.11
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202304,042023,138000.0,0.11
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202305,052023,135630.0,0.11
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202306,062023,140790.0,0.11
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202307,072023,142200.0,0.11
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202308,082023,156000.0,0.12
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202309,092023,152970.0,0.12
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202310,102023,170010.0,0.13
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202311,112023,171000.0,0.12
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202312,122023,208470.0,0.15
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202401,012024,210870.0,0.15
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202402,022024,216000.0,0.15
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202403,032024,213000.0,0.15
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202404,042024,209580.0,0.14
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202405,052024,214500.0,0.15
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202406,062024,215640.0,0.15
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202407,072024,215370.0,0.14
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202408,082024,224370.0,0.15
Tier2_fundo_Reag,Pomerode,SC,83102251000104,202409,092024,0.0,0.0
Tier2_fundo_Reag,Santa Luzia,MG,18715409000150,202301,012023,5979369.9,4.1
Tier2_fundo_Reag,Santa Luzia,MG,18715409000150,202302,022023,5635490.0,3.87
Tier2_fundo_Reag,Santa Luzia,MG,18715409000150,202303,032023,5405470.0,3.63
Tier2_fundo_Reag,Santa Luzia,MG,18715409000150,202304,042023,5290460.0,3.51
Tier2_fundo_Reag,Santa Luzia,MG,18715409000150,202305,052023,5345664.8,3.46
Tier2_fundo_Reag,Santa Luzia,MG,18715409000150,202306,062023,5405470.0,3.42
Tier2_fundo_Reag,Santa Luzia,MG,18715409000150,202307,072023,5620538.7,3.5
Tier2_fundo_Reag,Santa Luzia,MG,18715409000150,202308,082023,5980520.0,3.87
Tier2_fundo_Reag,Santa Luzia,MG,18715409000150,202309,092023,5864359.9,3.48
Tier2_fundo_Reag,Santa Luzia,MG,18715409000150,202310,102023,6517616.7,3.98
Tier2_fundo_Reag,Santa Luzia,MG,18715409000150,202311,112023,6555570.0,3.93
Tier2_fundo_Reag,Santa Luzia,MG,18715409000150,202312,122023,0.0,0.0
Tier2_fundo_Reag,Santos,SP,58200015000183,202301,012023,2157131.6,0.12
Tier2_fundo_Reag,Santos,SP,58200015000183,202302,022023,2156359.08,0.12
Tier2_fundo_Reag,Santos,SP,58200015000183,202303,032023,1998291.88,0.11
Tier2_fundo_Reag,Santos,SP,58200015000183,202304,042023,2003117.26,0.11
Tier2_fundo_Reag,Santos,SP,58200015000183,202305,052023,2003911.24,0.11
Tier2_fundo_Reag,Santos,SP,58200015000183,202306,062023,1980000.0,0.1
Tier2_fundo_Reag,Santos,SP,58200015000183,202307,072023,2058778.72,0.1
Tier2_fundo_Reag,Santos,SP,58200015000183,202308,082023,1983339.72,0.1
Tier2_fundo_Reag,Santos,SP,58200015000183,202309,092023,1983627.62,0.1
Tier2_fundo_Reag,Santos,SP,58200015000183,202310,102023,1984750.08,0.1
Tier2_fundo_Reag,Santos,SP,58200015000183,202311,112023,1985125.76,0.1
Tier2_fundo_Reag,Santos,SP,58200015000183,202312,122023,1985722.8,0.09
Tier2_fundo_Reag,Santos,SP,58200015000183,202401,012024,2025669.76,0.09
Tier2_fundo_Reag,Santos,SP,58200015000183,202402,022024,2035826.12,0.09
Tier2_fundo_Reag,Santos,SP,58200015000183,202403,032024,2038470.28,0.09
Tier2_fundo_Reag,Santos,SP,58200015000183,202404,042024,2009472.32,0.09
Tier2_fundo_Reag,Santos,SP,58200015000183,202405,052024,2035629.58,0.09
Tier2_fundo_Reag,Santos,SP,58200015000183,202406,062024,2035629.58,0.09
Tier2_fundo_Reag,Santos,SP,58200015000183,202407,072024,2032412.46,0.09
Tier2_fundo_Reag,Santos,SP,58200015000183,202408,082024,2042089.66,0.09
Tier2_fundo_Reag,Santos,SP,58200015000183,202409,092024,2043132.36,0.09
Tier2_fundo_Reag,Santos,SP,58200015000183,202410,102024,2043520.72,0.09
Tier2_fundo_Reag,Santos,SP,58200015000183,202411,112024,2035579.1,0.08
Tier2_fundo_Reag,Santos,SP,58200015000183,202412,122024,2037651.32,0.08
Tier2_fundo_Reag,Santos,SP,58200015000183,202501,012025,2124318.66,0.09
Tier2_fundo_Reag,Santos,SP,58200015000183,202502,022025,2124318.66,0.08
Tier2_fundo_Reag,Santos,SP,58200015000183,202503,032025,2125730.74,0.08
Tier2_fundo_Reag,Santos,SP,58200015000183,202504,042025,2141391.1,0.08
Tier2_fundo_Reag,Santos,SP,58200015000183,202505,052025,2130101.72,0.08
Tier2_fundo_Reag,Santos,SP,58200015000183,202506,062025,2131207.32,0.08
Tier2_fundo_Reag,Santos,SP,58200015000183,202507,072025,2132645.9,0.08
Tier2_fundo_Reag,Santos,SP,58200015000183,202508,082025,2134691.3,0.08
Tier2_fundo_Reag,Santos,SP,58200015000183,202509,092025,2134666.84,0.08
Tier2_fundo_Reag,Santos,SP,58200015000183,202510,102025,2147303.28,0.08
Tier2_fundo_Reag,Santos,SP,58200015000183,202511,112025,2139040.08,0.07
Tier2_fundo_Reag,Santos,SP,58200015000183,202512,122025,2209774.94,0.08
Tier2_fundo_Reag,Santos,SP,58200015000183,202601,012026,2209774.94,0.07
Tier2_fundo_Reag,Santos,SP,58200015000183,202602,022026,2183594.34,0.07
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202301,012023,5199000.0,0.33
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202302,022023,4900000.0,0.32
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202303,032023,4700000.0,0.3
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202304,042023,4600000.0,0.29
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202305,052023,4648000.0,0.28
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202306,062023,4700000.0,0.28
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202307,072023,4887000.0,0.28
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202308,082023,5200000.0,0.3
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202309,092023,5099000.0,0.3
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202310,102023,5796000.0,0.34
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202311,112023,5700000.0,0.32
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202312,122023,7200000.0,0.39
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202401,012024,6998000.0,0.38
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202402,022024,7200000.0,0.39
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202403,032024,7100000.0,0.38
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202404,042024,6999000.0,0.38
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202405,052024,7105000.0,0.38
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202406,062024,7185000.0,0.39
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202407,072024,7179000.0,0.38
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202408,082024,7455000.0,0.38
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202409,092024,7695000.0,0.4
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202410,102024,7580000.0,0.39
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202411,112024,7471000.0,0.39
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202412,122024,8500000.0,0.45
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202501,012025,8000000.0,0.39
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202502,022025,7000000.0,0.34
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202503,032025,6750000.0,0.33
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202504,042025,6908000.0,0.33
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202505,052025,8009000.0,0.37
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202506,062025,8400000.0,0.38
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202507,072025,8170000.0,0.37
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202508,082025,7300000.0,0.32
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202509,092025,5909000.0,0.26
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202510,102025,5625000.0,0.24
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202511,112025,4723875.0,0.2
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202512,122025,3985524.48,0.17
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202601,012026,3357350.8,0.14
Tier2_fundo_Reag,São Bernardo do Campo,SP,46523239000147,202602,022026,2878266.6,0.12
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202301,012023,1745824.2,2.8
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202302,022023,1645420.0,2.64
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202303,032023,1578260.0,2.47
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202304,042023,1544680.0,2.88
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202305,052023,1560798.4,2.39
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202306,062023,1578260.0,2.38
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202307,072023,1641054.6,2.47
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202308,082023,1746160.0,2.62
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202309,092023,1712244.2,2.55
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202310,102023,1902978.6,2.86
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202311,112023,1914060.0,2.84
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202312,122023,2333474.2,3.37
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202401,012024,2360338.2,3.43
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202402,022024,2417760.0,3.41
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202403,032024,2384180.0,3.38
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202404,042024,2350264.2,3.33
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202405,052024,2400970.0,3.39
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202406,062024,2412723.0,3.37
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202407,072024,2410708.2,3.35
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202408,082024,2503389.0,3.48
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202409,092024,2583981.0,3.56
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202410,102024,2545364.0,3.52
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202411,112024,2508761.8,3.47
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202412,122024,2854300.0,3.94
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202501,012025,2686400.0,3.68
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202502,022025,2350600.0,3.21
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202503,032025,2266650.0,3.18
Tier2_fundo_Reag,Várzea da Palma,MG,18279059000126,202504,042025,2319706.4,3.11
